property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-2610,SE10 4DM,London,Greenwich,house,3,3,4100,,1035,True,False,True,True,False,2026-09-20,concierge|school|workspace,"A well-presented 3-bed house in Greenwich priced at £4100 pcm. Highlights include concierge, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.464045,0.016135
P-2611,SW11 3AK,London,Battersea,house,2,3,4150,,953,True,True,True,False,True,2026-10-21,garden|pet-friendly|school,"A well-presented 2-bed house in Battersea priced at £4150 pcm. Highlights include garden, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.482313,-0.163317
P-2612,SW19 1BL,London,Wimbledon,flat,1,1,3025,,561,True,True,False,True,False,2026-10-04,balcony|concierge|gym|parking,"A well-presented 1-bed flat in Wimbledon priced at £3025 pcm. Highlights include balcony, concierge, gym, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.417264,-0.206177
P-2613,SW19 5CL,London,Wimbledon,maisonette,1,1,3725,,721,False,False,True,True,True,2026-10-03,concierge|garden|pet-friendly|river-view|transport|workspace,"A well-presented 1-bed maisonette in Wimbledon priced at £3725 pcm. Highlights include concierge, garden, pet-friendly, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.42392,-0.195327
P-2614,SW6 8BM,London,Fulham,house,2,2,4075,,917,True,True,False,True,True,2026-09-26,balcony|concierge|parking|pet-friendly|transport,"A well-presented 2-bed house in Fulham priced at £4075 pcm. Highlights include balcony, concierge, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.487701,-0.161088
P-2615,E14 1BM,London,Canary Wharf,flat,3,3,4325,,1311,True,True,True,True,False,2026-08-25,balcony|concierge|garden|gym|parking|workspace,"A well-presented 3-bed flat in Canary Wharf priced at £4325 pcm. Highlights include balcony, concierge, garden, gym, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.505663,-0.017795
P-2616,SW4 8AN,London,Clapham,flat,1,1,3150,,736,True,True,False,False,True,2026-09-14,gym|parking|school|transport,"A well-presented 1-bed flat in Clapham priced at £3150 pcm. Highlights include gym, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472164,-0.108602
P-2617,CR0 2HK,London,Croydon,flat,2,2,2250,,836,True,True,True,True,True,2026-08-12,balcony|garden|parking|pet-friendly|transport|workspace,"A well-presented 2-bed flat in Croydon priced at £2250 pcm. Highlights include balcony, garden, parking, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.391971,-0.085361
P-2618,SW6 1HK,London,Fulham,flat,2,3,4150,,826,True,False,True,False,True,2026-09-26,concierge|garden|pet-friendly|river-view|school|workspace,"A well-presented 2-bed flat in Fulham priced at £4150 pcm. Highlights include concierge, garden, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478542,-0.168744
P-2619,CR0 2GJ,London,Croydon,flat,2,2,2800,,1033,True,True,False,False,True,2026-09-22,concierge|parking|river-view|school|workspace,"A well-presented 2-bed flat in Croydon priced at £2800 pcm. Highlights include concierge, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.386896,-0.101878
P-2620,E8 3GK,London,Hackney,flat,1,2,3150,,607,False,False,False,True,True,2026-08-26,concierge|school|transport,"A well-presented 1-bed flat in Hackney priced at £3150 pcm. Highlights include concierge, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.54911,-0.049959
P-2621,N1 8AJ,London,Islington,flat,4,3,4800,,1378,True,True,False,False,True,2026-07-25,concierge|parking|pet-friendly|river-view|workspace,"A well-presented 4-bed flat in Islington priced at £4800 pcm. Highlights include concierge, parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.543767,-0.12272
P-2622,SW11 3DM,London,Battersea,house,3,3,4800,,1059,True,True,True,True,True,2026-08-24,concierge|garden|gym|parking,"A well-presented 3-bed house in Battersea priced at £4800 pcm. Highlights include concierge, garden, gym, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490419,-0.166668
P-2623,E14 8AK,London,Canary Wharf,flat,4,3,4600,,1408,True,True,False,False,True,2026-08-24,parking|pet-friendly|river-view|school|workspace,"A well-presented 4-bed flat in Canary Wharf priced at £4600 pcm. Highlights include parking, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.504706,-0.0032
P-2624,E8 2HL,London,Hackney,studio,0,1,2000,,735,True,False,True,True,True,2026-10-18,concierge|garden|pet-friendly|transport|workspace,"A well-presented 0-bed studio in Hackney priced at £2000 pcm. Highlights include concierge, garden, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.547325,-0.058748
P-2625,E14 7GK,London,Canary Wharf,maisonette,2,2,3350,,914,True,False,True,False,True,2026-08-09,concierge|garden|river-view|school|transport|workspace,"A well-presented 2-bed maisonette in Canary Wharf priced at £3350 pcm. Highlights include concierge, garden, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.507132,-0.056507
P-2626,EC2A 8CK,London,Shoreditch,flat,1,2,3550,,574,True,False,True,False,True,2026-07-30,concierge|garden|pet-friendly|river-view|transport|workspace,"A well-presented 1-bed flat in Shoreditch priced at £3550 pcm. Highlights include concierge, garden, pet-friendly, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540645,-0.089902
P-2627,N1 8GK,London,Islington,flat,2,2,4075,,786,True,False,True,True,True,2026-09-06,concierge|garden|gym|pet-friendly|river-view|workspace,"A well-presented 2-bed flat in Islington priced at £4075 pcm. Highlights include concierge, garden, gym, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553425,-0.109004
P-2628,E8 7HP,London,Hackney,studio,0,1,2675,,705,True,False,False,True,False,2026-09-19,balcony|gym|school|workspace,"A well-presented 0-bed studio in Hackney priced at £2675 pcm. Highlights include balcony, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.538727,-0.04625
P-2629,SW19 4BL,London,Wimbledon,flat,1,1,2925,,698,True,False,True,False,True,2026-10-09,concierge|garden|gym|river-view|school|transport,"A well-presented 1-bed flat in Wimbledon priced at £2925 pcm. Highlights include concierge, garden, gym, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.428588,-0.19104
P-2630,SW6 8GK,London,Fulham,house,2,3,4225,,896,True,True,True,True,True,2026-08-01,concierge|pet-friendly|workspace,"A well-presented 2-bed house in Fulham priced at £4225 pcm. Highlights include concierge, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.491225,-0.18585
P-2631,SW4 1DN,London,Clapham,studio,0,1,2825,,662,True,True,True,True,False,2026-09-25,balcony|garden|parking|river-view|transport,"A well-presented 0-bed studio in Clapham priced at £2825 pcm. Highlights include balcony, garden, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.464893,-0.158695
P-2632,NW1 3EJ,London,Camden,flat,3,3,4325,,1172,True,True,False,True,True,2026-10-11,balcony|concierge|parking|pet-friendly|transport|workspace,"A well-presented 3-bed flat in Camden priced at £4325 pcm. Highlights include balcony, concierge, parking, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.527001,-0.103115
P-2633,SW11 8GM,London,Battersea,flat,3,3,4425,,1171,True,False,False,True,False,2026-08-06,balcony|concierge|school,"A well-presented 3-bed flat in Battersea priced at £4425 pcm. Highlights include balcony, concierge, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.463045,-0.175762
P-2634,SW19 2HP,London,Wimbledon,maisonette,1,1,3100,,758,True,True,False,True,False,2026-08-24,balcony|concierge|parking|school|transport|workspace,"A well-presented 1-bed maisonette in Wimbledon priced at £3100 pcm. Highlights include balcony, concierge, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.429157,-0.164797
P-2635,CR0 3EJ,London,Croydon,maisonette,1,1,2000,,653,True,False,True,True,True,2026-08-24,balcony|garden|pet-friendly|school|transport|workspace,"A well-presented 1-bed maisonette in Croydon priced at £2000 pcm. Highlights include balcony, garden, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.400229,-0.103736
P-2636,SW4 2AJ,London,Clapham,maisonette,3,3,3800,,1277,True,False,True,False,False,2026-09-24,concierge|garden|gym|river-view|school|transport,"A well-presented 3-bed maisonette in Clapham priced at £3800 pcm. Highlights include concierge, garden, gym, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.452862,-0.159291
P-2637,SW3 3AK,London,Chelsea,flat,1,2,3900,,723,True,True,False,True,False,2026-09-04,gym|parking|river-view|transport,"A well-presented 1-bed flat in Chelsea priced at £3900 pcm. Highlights include gym, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.51215,-0.166039
P-2638,SW19 5EL,London,Wimbledon,house,2,2,3275,,899,True,False,True,True,False,2026-08-29,balcony|river-view|workspace,"A well-presented 2-bed house in Wimbledon priced at £3275 pcm. Highlights include balcony, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.436684,-0.220672
P-2639,SW6 7CK,London,Fulham,flat,3,3,4300,,1258,False,True,False,True,True,2026-08-01,balcony|parking|pet-friendly|river-view|transport,"A well-presented 3-bed flat in Fulham priced at £4300 pcm. Highlights include balcony, parking, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.498322,-0.160754
P-2640,E14 9FJ,London,Canary Wharf,flat,2,2,3575,,1178,False,True,True,False,True,2026-10-20,garden|gym|parking|pet-friendly|transport|workspace,"A well-presented 2-bed flat in Canary Wharf priced at £3575 pcm. Highlights include garden, gym, parking, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.525908,-0.014157
P-2641,EC2A 2FN,London,Shoreditch,maisonette,1,1,3275,,711,True,True,False,True,True,2026-09-06,concierge|gym|parking|school,"A well-presented 1-bed maisonette in Shoreditch priced at £3275 pcm. Highlights include concierge, gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.507759,-0.079398
P-2642,NW1 6DN,London,Camden,flat,2,3,3250,,1044,True,True,False,False,False,2026-08-07,gym|parking|river-view,"A well-presented 2-bed flat in Camden priced at £3250 pcm. Highlights include gym, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.519652,-0.12665
P-2643,E8 5BN,London,Hackney,flat,3,3,3825,,1284,True,False,True,True,False,2026-07-26,concierge|garden|river-view|school|transport|workspace,"A well-presented 3-bed flat in Hackney priced at £3825 pcm. Highlights include concierge, garden, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.53067,-0.073528
P-2644,SW4 7CP,London,Clapham,studio,0,1,2800,,785,True,False,False,False,False,2026-07-29,concierge|gym|school|workspace,"A well-presented 0-bed studio in Clapham priced at £2800 pcm. Highlights include concierge, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.458616,-0.174172
P-2645,EC2A 6BM,London,Shoreditch,flat,3,3,3950,,1161,True,False,True,False,True,2026-10-20,garden|pet-friendly|river-view|school|transport|workspace,"A well-presented 3-bed flat in Shoreditch priced at £3950 pcm. Highlights include garden, pet-friendly, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.505746,-0.095353
P-2646,E8 4HL,London,Hackney,flat,1,1,2800,,872,True,True,False,True,True,2026-07-26,balcony|parking|river-view|workspace,"A well-presented 1-bed flat in Hackney priced at £2800 pcm. Highlights include balcony, parking, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.560061,-0.042939
P-2647,SW6 1CJ,London,Fulham,house,3,3,4675,,1245,True,False,False,False,True,2026-08-08,pet-friendly|river-view|transport,"A well-presented 3-bed house in Fulham priced at £4675 pcm. Highlights include pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.477455,-0.18524
P-2648,SW19 3GM,London,Wimbledon,flat,2,2,3375,,920,True,True,True,True,False,2026-08-05,balcony|garden|school,"A well-presented 2-bed flat in Wimbledon priced at £3375 pcm. Highlights include balcony, garden, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.412412,-0.21641
P-2649,NW1 2GJ,London,Camden,studio,0,1,2575,,717,False,True,False,True,False,2026-09-20,concierge|gym|parking|school|transport,"A well-presented 0-bed studio in Camden priced at £2575 pcm. Highlights include concierge, gym, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.554727,-0.12152
P-2650,SW4 8EL,London,Clapham,studio,0,1,2925,,739,True,True,False,False,True,2026-08-28,concierge|gym|parking|transport,"A well-presented 0-bed studio in Clapham priced at £2925 pcm. Highlights include concierge, gym, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471721,-0.143395
P-2651,N1 2FP,London,Islington,flat,1,1,3000,,691,True,False,False,True,False,2026-10-05,balcony|concierge|school,"A well-presented 1-bed flat in Islington priced at £3000 pcm. Highlights include balcony, concierge, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.550265,-0.132523
P-2652,N1 7AL,London,Islington,flat,3,3,3750,,1247,True,False,False,True,True,2026-07-25,balcony|concierge|gym|pet-friendly|school|workspace,"A well-presented 3-bed flat in Islington priced at £3750 pcm. Highlights include balcony, concierge, gym, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.557417,-0.107414
P-2653,SE10 4GN,London,Greenwich,house,2,2,2525,,1133,True,False,True,False,False,2026-07-30,garden|school|transport,"A well-presented 2-bed house in Greenwich priced at £2525 pcm. Highlights include garden, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.500545,-0.012823
P-2654,NW1 1FJ,London,Camden,maisonette,2,2,3325,,871,True,False,False,True,True,2026-09-29,balcony|pet-friendly|transport,"A well-presented 2-bed maisonette in Camden priced at £3325 pcm. Highlights include balcony, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540063,-0.151462
P-2655,CR0 4AK,London,Croydon,flat,1,1,2275,,604,True,True,True,True,False,2026-08-10,garden|gym|river-view|school|transport|workspace,"A well-presented 1-bed flat in Croydon priced at £2275 pcm. Highlights include garden, gym, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.389652,-0.0837
P-2656,E14 6DJ,London,Canary Wharf,flat,2,3,3850,,1032,True,False,False,True,True,2026-10-15,balcony|concierge|pet-friendly|river-view|workspace,"A well-presented 2-bed flat in Canary Wharf priced at £3850 pcm. Highlights include balcony, concierge, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.495073,-0.035266
P-2657,SE10 8EP,London,Greenwich,maisonette,2,2,3450,,1107,True,False,False,False,True,2026-08-25,pet-friendly|school|transport,"A well-presented 2-bed maisonette in Greenwich priced at £3450 pcm. Highlights include pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.482105,0.031164
P-2658,SW4 5FK,London,Clapham,studio,0,1,3250,,742,False,False,False,True,True,2026-08-04,concierge|pet-friendly|school|transport|workspace,"A well-presented 0-bed studio in Clapham priced at £3250 pcm. Highlights include concierge, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.480501,-0.146688
P-2659,E20 5EL,London,Stratford,flat,1,1,2625,,643,True,True,False,False,True,2026-09-13,parking|pet-friendly|school,"A well-presented 1-bed flat in Stratford priced at £2625 pcm. Highlights include parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553663,-0.010141
P-2660,SE10 4GJ,London,Greenwich,house,3,3,3900,,1059,True,False,True,True,False,2026-08-10,balcony|concierge|garden|gym|river-view,"A well-presented 3-bed house in Greenwich priced at £3900 pcm. Highlights include balcony, concierge, garden, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.47127,0.0068
P-2661,N1 7AK,London,Islington,flat,1,1,3250,,705,True,False,True,False,False,2026-09-07,garden|river-view|transport,"A well-presented 1-bed flat in Islington priced at £3250 pcm. Highlights include garden, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534646,-0.092785
P-2662,SW4 4BM,London,Clapham,maisonette,1,1,2750,,690,False,True,False,False,True,2026-08-05,concierge|parking|river-view|school|transport,"A well-presented 1-bed maisonette in Clapham priced at £2750 pcm. Highlights include concierge, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.456326,-0.151192
P-2663,NW1 4FL,London,Camden,studio,0,1,2725,,831,True,True,True,True,True,2026-10-04,concierge|garden|parking|river-view|transport|workspace,"A well-presented 0-bed studio in Camden priced at £2725 pcm. Highlights include concierge, garden, parking, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.541858,-0.157734
P-2664,N1 8AL,London,Islington,flat,1,2,3350,,656,True,True,True,True,False,2026-09-20,balcony|concierge|garden|parking|school|transport,"A well-presented 1-bed flat in Islington priced at £3350 pcm. Highlights include balcony, concierge, garden, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.54215,-0.102461
P-2665,E20 7DM,London,Stratford,flat,3,3,3950,,1198,True,False,False,True,True,2026-09-11,pet-friendly|school|workspace,"A well-presented 3-bed flat in Stratford priced at £3950 pcm. Highlights include pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.560968,0.013044
P-2666,E20 1FP,London,Stratford,flat,4,3,4225,,1354,True,True,True,False,False,2026-07-30,garden|parking|river-view|workspace,"A well-presented 4-bed flat in Stratford priced at £4225 pcm. Highlights include garden, parking, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534601,-0.004166
P-2667,SW4 4AP,London,Clapham,studio,0,1,2925,,613,False,False,False,True,True,2026-10-04,balcony|pet-friendly|river-view|school,"A well-presented 0-bed studio in Clapham priced at £2925 pcm. Highlights include balcony, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.482435,-0.1006
P-2668,SE10 4CP,London,Greenwich,studio,0,1,2450,,675,True,True,False,True,True,2026-10-09,balcony|parking|pet-friendly|transport,"A well-presented 0-bed studio in Greenwich priced at £2450 pcm. Highlights include balcony, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.502329,-0.03196
P-2669,SW11 3FK,London,Battersea,flat,3,3,4525,,1319,True,False,True,True,True,2026-09-12,balcony|concierge|garden|pet-friendly,"A well-presented 3-bed flat in Battersea priced at £4525 pcm. Highlights include balcony, concierge, garden, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.460046,-0.149143
P-2670,SW4 3DP,London,Clapham,house,3,3,3925,,1124,False,True,True,True,True,2026-09-05,balcony|concierge|garden|gym|parking|pet-friendly,"A well-presented 3-bed house in Clapham priced at £3925 pcm. Highlights include balcony, concierge, garden, gym, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.445303,-0.145944
P-2671,CR0 7DK,London,Croydon,flat,1,1,2725,,758,True,False,True,True,True,2026-09-28,balcony|concierge|garden|transport,"A well-presented 1-bed flat in Croydon priced at £2725 pcm. Highlights include balcony, concierge, garden, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.347579,-0.108375
P-2672,N1 8FL,London,Islington,flat,3,3,4025,,1119,True,True,True,False,False,2026-09-04,garden|gym|river-view|workspace,"A well-presented 3-bed flat in Islington priced at £4025 pcm. Highlights include garden, gym, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.546191,-0.144709
P-2673,N1 4DJ,London,Islington,flat,2,2,3375,,944,True,False,False,False,True,2026-07-24,concierge|pet-friendly|river-view|transport,"A well-presented 2-bed flat in Islington priced at £3375 pcm. Highlights include concierge, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.526999,-0.104308
P-2674,SW11 8HM,London,Battersea,house,1,1,4125,,591,False,False,True,True,True,2026-08-19,balcony|concierge|gym|school|workspace,"A well-presented 1-bed house in Battersea priced at £4125 pcm. Highlights include balcony, concierge, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.474771,-0.146813
P-2675,E20 1DN,London,Stratford,flat,2,2,2800,,827,False,True,True,False,True,2026-07-30,garden|pet-friendly|workspace,"A well-presented 2-bed flat in Stratford priced at £2800 pcm. Highlights include garden, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540295,0.037273
P-2676,EC2A 5BP,London,Shoreditch,flat,3,3,4275,,1205,True,True,False,False,True,2026-10-13,concierge|parking|workspace,"A well-presented 3-bed flat in Shoreditch priced at £4275 pcm. Highlights include concierge, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.527711,-0.092301
P-2677,SW3 7HM,London,Chelsea,house,1,1,4875,,743,True,False,False,False,False,2026-09-09,concierge|river-view|school|transport|workspace,"A well-presented 1-bed house in Chelsea priced at £4875 pcm. Highlights include concierge, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.479949,-0.181421
P-2678,SW19 6GL,London,Wimbledon,maisonette,2,2,3325,,868,True,True,False,True,False,2026-08-02,balcony|concierge|gym|parking|school|transport,"A well-presented 2-bed maisonette in Wimbledon priced at £3325 pcm. Highlights include balcony, concierge, gym, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.410499,-0.214977
P-2679,N1 8EN,London,Islington,flat,1,1,3100,,717,False,True,True,True,False,2026-08-25,balcony|garden|parking|river-view|transport,"A well-presented 1-bed flat in Islington priced at £3100 pcm. Highlights include balcony, garden, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.547449,-0.110987
P-2680,SW19 7GL,London,Wimbledon,house,4,3,4125,,1432,True,True,True,False,True,2026-08-09,concierge|garden|parking|school|transport|workspace,"A well-presented 4-bed house in Wimbledon priced at £4125 pcm. Highlights include concierge, garden, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.431778,-0.203703
P-2681,SE10 2BL,London,Greenwich,house,3,3,3150,,1279,True,False,False,False,True,2026-08-29,concierge|gym|pet-friendly|school|transport,"A well-presented 3-bed house in Greenwich priced at £3150 pcm. Highlights include concierge, gym, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472023,-0.006074
P-2682,SW6 3CK,London,Fulham,maisonette,2,3,4625,,971,True,True,True,False,False,2026-09-29,garden|parking|school|transport,"A well-presented 2-bed maisonette in Fulham priced at £4625 pcm. Highlights include garden, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472831,-0.184803
P-2683,SW11 2CK,London,Battersea,house,1,1,3100,,692,False,True,True,True,False,2026-09-19,balcony|concierge|garden|parking|river-view|school,"A well-presented 1-bed house in Battersea priced at £3100 pcm. Highlights include balcony, concierge, garden, parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.462808,-0.147249
P-2684,SW6 4EN,London,Fulham,flat,3,3,4975,,1233,True,True,True,True,False,2026-09-09,balcony|garden|parking|river-view|transport|workspace,"A well-presented 3-bed flat in Fulham priced at £4975 pcm. Highlights include balcony, garden, parking, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.491689,-0.203853
P-2685,E8 5GK,London,Hackney,flat,1,2,2550,,698,True,True,True,True,True,2026-10-01,balcony|garden|parking|pet-friendly|transport,"A well-presented 1-bed flat in Hackney priced at £2550 pcm. Highlights include balcony, garden, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.521184,-0.060108
P-2686,EC2A 1CM,London,Shoreditch,maisonette,1,1,3600,,668,False,True,False,True,True,2026-09-11,balcony|concierge|parking|pet-friendly|river-view|transport,"A well-presented 1-bed maisonette in Shoreditch priced at £3600 pcm. Highlights include balcony, concierge, parking, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.523977,-0.078243
P-2687,E8 9GL,London,Hackney,flat,2,2,3650,,1033,False,True,False,False,True,2026-09-25,parking|pet-friendly|school,"A well-presented 2-bed flat in Hackney priced at £3650 pcm. Highlights include parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.550227,-0.052303
P-2688,CR0 8GL,London,Croydon,maisonette,3,3,3025,,1153,False,True,False,True,True,2026-07-24,balcony|concierge|parking|school|transport|workspace,"A well-presented 3-bed maisonette in Croydon priced at £3025 pcm. Highlights include balcony, concierge, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.356808,-0.113835
P-2689,E14 2GM,London,Canary Wharf,flat,2,2,3400,,781,True,True,True,True,True,2026-08-25,garden|gym|parking|pet-friendly|river-view|school,"A well-presented 2-bed flat in Canary Wharf priced at £3400 pcm. Highlights include garden, gym, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.50494,-0.008762
P-2690,NW1 3DK,London,Camden,flat,2,3,3500,,1025,False,False,True,False,False,2026-09-14,garden|school|transport|workspace,"A well-presented 2-bed flat in Camden priced at £3500 pcm. Highlights include garden, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.515877,-0.169272
P-2691,SW6 2HJ,London,Fulham,maisonette,2,2,3925,,927,False,True,False,True,False,2026-09-14,balcony|parking|school,"A well-presented 2-bed maisonette in Fulham priced at £3925 pcm. Highlights include balcony, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.46783,-0.188898
P-2692,EC2A 6AN,London,Shoreditch,flat,2,3,3825,,1101,True,True,True,True,True,2026-09-30,balcony|concierge|garden|parking|workspace,"A well-presented 2-bed flat in Shoreditch priced at £3825 pcm. Highlights include balcony, concierge, garden, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.518501,-0.077472
P-2693,EC2A 2HN,London,Shoreditch,flat,3,3,4525,,1124,True,True,True,True,False,2026-10-05,balcony|garden|gym|parking|river-view,"A well-presented 3-bed flat in Shoreditch priced at £4525 pcm. Highlights include balcony, garden, gym, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.521414,-0.070038
P-2694,SW3 5FJ,London,Chelsea,flat,3,3,5525,,1182,True,True,True,False,False,2026-08-19,concierge|garden|gym|parking|transport,"A well-presented 3-bed flat in Chelsea priced at £5525 pcm. Highlights include concierge, garden, gym, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.465752,-0.121349
P-2695,NW1 1FN,London,Camden,house,1,2,2950,,728,True,False,True,True,False,2026-10-02,balcony|concierge|garden|river-view|school|transport,"A well-presented 1-bed house in Camden priced at £2950 pcm. Highlights include balcony, concierge, garden, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.519594,-0.136366
